id,title,title_general,definition,contributor,timestamps
801,Eye opening,Eye-opening,Causing or resulting in a shocking or startling revelation. ,Miles,2023-08-24 00:00:02
802,Poking the bear,Poke the bear,"To intentionally irritate or bother someone, especially when doing so carries an obvious risk. ",Miles,2023-08-24 00:00:03
803,Spin a web of lies,Spin a web of lies,"To create an intricate contrivance of misdirection, omission, or deception that ultimately serves to ensnare or entangle oneself or others. ",Miles,2023-08-24 00:00:04
804,Coming out of your shell,Come out of (one's) shell,"To be or become less shy or reticent and more sociable, outgoing, or enthusiastic. ",Christina,2023-08-24 00:00:05
806,Put some feelers out,,,Miles,2023-08-24 00:00:07
807,Barrel of monkeys,Barrel of monkeys,"A group that is having fun and enjoying themselves. Often used in the phrase '"more fun than a barrel of monkeys.'" ",Christina,2023-08-25 00:00:01
808,Monkey see monkey do,"Monkey see, monkey do",Children naturally tend to imitate or copy what they see adults or other children doing. ,Miles,2023-08-25 00:00:02
809,Getting your ass handed to you,,,Miles,2023-08-25 00:00:03
810,Come full circle,Come full circle,"To return to the original or a similar position, situation, or circumstance where one or something started. ",Miles,2023-08-25 00:00:04
811,High on the hog,High on the hog,"Ostentatiously. The phrase refers to the rich being able to afford the choicest cut of meat, which, from a pig, is higher up on the animal. ",Miles,2023-08-25 00:00:05
812,Taking the words out of someone’s mouth,,,Miles,2023-08-25 00:00:06
813,To be blown away,,,Miles,2023-08-25 00:00:07
814,Setting the bar low,Set the bar (high/low),"To establish an expected, required, or desired standard of quality. (Often said of a standard that is constrictive in being either too low or too high). ",Miles,2023-08-25 00:00:08
815,Game changer,Game-changer,That which dramatically or fundamentally alters a situation or the way in which something is done or thought about. ,Miles,2023-08-25 00:00:09
816,Keep your eyes peeled,Keep (one's) eye(s) peeled (for someone or something),To remain vigilant or carefully watchful (for something or someone). ,Miles,2023-08-25 00:00:10
817,Hell hath no fury like a woman’s scorn,,,Miles,2023-08-25 00:00:11
818,Top notch,Top-notch,Stellar; excellent; the best. Can be used with or without a hyphen. ,Miles,2023-08-25 00:00:12
819,Hit or miss,Hit or miss,"Sometimes good or successful, sometimes not; having mixed or unpredictable results; random, aimless, careless, or haphazard. Often hyphenated. ",Miles,2023-08-25 00:00:13
820,Shooting your shot,Shoot (one's) shot,"To take the risk of making one''s availability and interest known to others, as to a prospective employer or romantic partner. ",Miles,2023-08-25 00:00:14
821,Hidden gem,Hidden gem,That which is of exceptional or underappreciated quality but is not especially popular or widely known. ,Miles,2023-08-25 00:00:15
822,Too big for your britches,Too big for (one's) boots,"Overconfident in one''s importance, skill, or authority; behaving as if one is more important or influential than one actually is. ",Miles,2023-08-25 00:00:16
1051,Picking something up,,,Miles,2023-10-27 00:00:04
825,Preaching to the choir,Preach to the choir,To try to convince someone about something that they already support; to state one's opinion to those who are already most receptive to it. ,Miles,2023-08-25 00:00:19
826,Had it up to here,,,Miles,2023-08-25 00:00:20
828,On a roll,On a roll,"Experiencing a particularly successful period, without any setbacks or low points. ",Miles,2023-08-25 00:00:22
829,Short fuse,A short fuse,"A tendency to become angered, enraged, or upset very quickly or easily; a short temper. ",Miles,2023-08-25 00:00:23
830,Hot headed,Hothead,"A person with an excitable, fiery, or impetuous temper or disposition; one who is quick to get angry or act rashly. ",Miles,2023-08-25 00:00:24
831,Having a ring to it,,,Miles,2023-08-25 00:00:25
832,Dropping the kids off at the pool,,,Miles,2023-08-25 00:00:26
833,Bun in the oven,A bun in the oven,An unborn child growing in one's womb. ,Miles,2023-08-25 00:00:27
834,Another face in the crowd,,,Miles,2023-08-25 00:00:28
835,A fine line,A fine line,"A very narrow division between two deceptively similar things, one of which is worse than the other. ",Christina,2023-08-25 00:00:29
836,Saving something for a rainy day,Save (something) for a rainy day,"To reserve something, especially money, for use in a time or period of unforeseen difficulty, trouble, or need. ",Christina,2023-08-25 00:00:30
837,Shaking in your boots,Shake in (one's) boots,To tremble with fear. Often used sarcastically. ,Christina,2023-08-25 00:00:31
838,Water water all around and not a drop to drink,,,Eve,2023-08-25 00:00:32
839,Let your guard down,Let (one's) guard down,To become less guarded or vigilant; to stop being cautious about potential trouble or danger. ,Eve,2023-08-25 00:00:33
840,Hole in the wall,Hole in the wall,"A small, inconspicuous place, often an establishment such a restaurant. The term sometimes but not always has a negative connotation implying a place that is perceived to be disreputable in some way. ",Christina,2023-08-25 00:00:34
841,Pulling teeth,Pull teeth,"To do something that is especially difficult, tedious, or requires an extreme amount of effort; to do something in the most difficult or unpleasant way possible. ",Miles,2023-08-25 00:00:35
842,Take a load off,Take a load off (one's feet),To sit down and rest one's feet; to relax. (Usually said as a suggestion.) ,Christina,2023-08-25 00:00:36
843,Shit end of the stick,,,Miles,2023-08-26 00:00:01
844,Tide me over,Tide (one) over,"To maintain, sustain, or support one through a lean or difficult time until more of something is acquired, especially food or money. ",Eve,2023-08-26 00:00:02
845,By the skin of your teeth,By the skin of (one's) teeth,Barely. Often used to describe something that almost didn't happen. ,Miles,2023-08-26 00:00:03
849,Calm before the storm,Calm before the storm,A period of inactivity or tranquility before something chaotic begins. Likened to a literal period of calm before a storm begins. ,Christina,2023-08-26 00:00:07
850,Take by storm,"Take (someone, something, or some place) by storm","To conquer, seize, or lay siege to something, someone, or some place with a sudden and furious attack. ",Christina,2023-08-27 00:00:01
851,Lift the veil,Lift the veil (on something),"To divulge, explain, or reveal something that was previously a secret. ",Miles,2023-08-27 00:00:02
852,A feather in your cap,A feather in (one's) cap,An accomplishment or achievement that one takes pride in. ,Miles,2023-08-27 00:00:03
853,Clear cut,Clear-cut,,Miles,2023-08-27 00:00:04
854,Head over heals,,,Miles,2023-08-28 00:00:01
855,Going for broke,Go for broke,To give something one's full effort. ,Miles,2023-08-28 00:00:02
856,Steal the show,Steal the show,"To become the main focus of attention or deliver the most captivating performance in the presence of one or more others, typically unexpectedly. ",Miles,2023-08-28 00:00:03
857,In a nutshell,In a nutshell,In summary; concisely. ,Miles,2023-08-28 00:00:04
858,Throw away the key,Lock (someone) up and throw away the key,To incarcerate someone in prison forever or indefinitely. ,Miles,2023-08-28 00:00:05
860,Joined at the hip,Joined at the hip,"Always near or spending a lot of time with someone else, often a close friend. ",Miles,2023-08-28 00:00:07
861,Over your head,Over (one's) head,Too complicated to be understood by one. ,Miles,2023-08-28 00:00:08
862,In too deep,In too deep,Too involved in something to easily extract oneself or make reasonable decisions. ,Christina,2023-08-28 00:00:09
863,Under the spotlight,Under the spotlight,The center of attention. ,Christina,2023-08-28 00:00:10
864,Under a microscope,Under a microscope,Under close inspection or intense scrutiny. ,Christina,2023-08-28 00:00:11
865,Tag team,Tag team,,Christina,2023-08-28 00:00:12
866,Break a leg,Break a leg,"A phrase of encouragement typically said to one who is about to perform before an audience, especially a theater actor. It is thought to be used due to the superstition that wishing one '"good luck'" will result in the opposite, but the exact origin of the phrase is unknown. ",Christina,2023-08-28 00:00:13
867,Chips stacked against someone,,,Miles,2023-08-28 00:00:14
868,Different animal,,,Miles,2023-08-28 00:00:15
869,Apple of my eye,The apple of (one's) eye,A cherished or favored person. This phrase is thought to be Biblical in origin. ,Christina,2023-08-28 00:00:16
870,Lift the lid,,,Eve,2023-08-28 00:00:17
871,On the fly,On the fly,"Quickly and informally, without thought or preparation. ",Christina,2023-08-29 00:00:01
872,Out of touch,Out of touch,Not in contact or communicating any longer; not aware of the news or status of someone or something. ,Christina,2023-08-29 00:00:02
873,Get your knickers in a twist,Get (one's) knickers in a twist,"To become overly upset or emotional over something, especially that which is trivial or unimportant. ",Miles,2023-08-29 00:00:03
874,Stake your claim,Stake (one's) claim,To assert one's ownership of or right to something. ,Miles,2023-08-29 00:00:04
875,Hold a candle,Hold a candle to (someone or something),To compare to someone or something; to be as good or desirable as someone or something. Often used in the negative to mean the opposite. ,Miles,2023-08-29 00:00:05
805,Shedding your skin,,,Miles,2023-08-24 00:00:06
876,Bought the farm,Bought the farm,Died. ,Eve,2023-08-29 00:00:06
877,Cliff hanger,Cliffhanger,"An ending of a piece of fiction (e.g., a television episode, chapter of a book, a film, etc.) characterized by a dramatically suspenseful and uncertain end. ",Eve,2023-08-29 00:00:07
880,Parse out,Parse out,"To make sense of or find meaning in something. A noun or pronoun can be used between '"parse'" and '"out.'" ",Eve,2023-08-30 00:00:03
881,Pan out,Pan out,To conclude in a successful or pleasing manner; to work out. ,Christina,2023-08-30 00:00:04
882,Back to brunch,,,Eve,2023-08-30 00:00:05
883,Down the drain,Down the drain,In a state of failure or ruination. ,Miles,2023-08-30 00:00:06
884,Kiss of death,Kiss of death,"An action, event, or association that causes inevitable ruin or failure. An allusion to Judas Iscariot''s betrayal of Jesus Christ, during which Judas kissed Jesus as a way of identifying him to those who would put him to death. ",Eve,2023-08-30 00:00:07
885,Bees knees,Be the bee's knees,"To be exceptionally great, excellent, or high-quality. ",Miles,2023-08-30 00:00:08
886,Fly off the handle,Fly off the handle,To become uncontrollably angry; to lose control of one's temper. ,Miles,2023-08-30 00:00:09
887,Let loose,Let (someone or something) loose,"To make free or give up control of something or someone; to release or discharge something or someone, as from confinement. ",Christina,2023-08-31 00:00:01
888,Come to grips,,,Christina,2023-08-31 00:00:02
889,From the ground up,From the ground up,From the first step through to completion; entirely. ,Christina,2023-08-31 00:00:03
890,I’ll be a monkeys uncle,,,Miles,2023-08-31 00:00:04
891,Rally the troops,Rally the troops,"To call others together to join with or lend support to someone or something. An allusion to reassembling dispersed soldiers ('"troops'"). Usually used as an imperative. ",Christina,2023-08-31 00:00:05
892,Off the charts,Off the charts,Quite a lot more or better than is usual or was expected. ,Christina,2023-08-31 00:00:06
893,Pain in the ass,Pain in the ass,"An especially irritating, aggravating, or obnoxious person, thing, or situation. Primarily heard in US. ",Christina,2023-08-31 00:00:07
894,Bases are covered,,,Miles,2023-08-31 00:00:08
895,Next level,Next-level,Especially good or advanced. ,Christina,2023-08-31 00:00:09
896,Read the fine print,Read the fine print,"To make oneself aware of the specific terms, conditions, restrictions, limitations, etc., of an agreement, contract, or other document, which are often printed in very small type and thus easy to miss. ",Miles,2023-08-31 00:00:10
897,The jury is out,The jury is (still) out,A decision has not yet been made. ,Miles,2023-08-31 00:00:11
898,Breaking the seal,,,Miles,2023-08-31 00:00:12
899,Going all in,,,,2023-08-31 00:00:13
900,Upping the ante,Up the ante,To raise the stakes in a betting game. ,Miles,2023-08-31 00:00:14
901,Tipping point,Tipping point,"A critical or pivotal point in a situation or process at which some small or singular influence acts as a catalyst for a broader, more dramatic, or irreversible change. ",Miles,2023-08-31 00:00:15
902,Ace in the hole,Ace in the hole,"A major advantage that one keeps hidden until an ideal time. The phrase originated in poker, in which an ace is the most valuable card. Primarily heard in UK. ",Christina,2023-08-31 00:00:16
903,Easter egg,Easter egg,,Miles,2023-08-31 00:00:17
904,At a crossroad,,,Miles,2023-08-31 00:00:18
959,Go out on a limb,Go out on a limb,To do or say something that lacks evidence or support. ,,2023-09-04 00:00:02
905,Selling your soul to the devil,Sell (one's) soul (to the devil),"To abandon one''s values or morals in return for some highly desired benefit, typically success, power, wealth, etc. ",Christina,2023-08-31 00:00:19
906,Head to head,Head-to-head,Describing a one-on-one matchup or comparison. ,Christina,2023-08-31 00:00:20
907,Hand to hand,Hand to hand,Involving or characterized by people in close proximity to one another. Hyphenated if used as a modifier before a noun. ,Miles,2023-08-31 00:00:21
908,Blow it to kingdom come,Blow (someone or something) to kingdom come,,Miles,2023-08-31 00:00:22
909,Fountain of youth,Fountain of youth,"Anything reputed or promising to restore one''s youth, vitality, or health, or at least the appearance thereof. ",Miles,2023-08-31 00:00:23
910,Head in the clouds,Head in the clouds,"Impractical, aloof, or fanciful to the point of being very unhelpful or counterproductive. ",Christina,2023-08-31 00:00:24
911,Rein it in,,,,2023-08-31 00:00:25
912,To no avail,To no avail,"Having or with very little benefit, efficacy, or effect. ",Christina,2023-08-31 00:00:26
913,Wrap your mind around it,,,,2023-08-31 00:00:27
914,Fork in the road,Fork in the road,"Literally, the point at which one road splits or separates off into other roads. ",Christina,2023-08-31 00:00:28
915,Fill someone in,Fill in,"To provide information or details, usually by actually writing something in a blank space on a test, form, etc. In this usage, a noun or pronoun can be used between '"fill'" and '"in.'" ",Miles,2023-08-31 00:00:29
916,Put it on the back burner,Put (something) on the back burner,"To establish something as being a low priority; to give something less or little thought or attention; to postpone, suspend, or hold off on doing something. ",Miles,2023-08-31 00:00:30
917,Trickle in,Trickle in,"Of a liquid, to flow or seep in(to something) in drops or a thin stream.",,2023-08-31 00:00:31
918,Last man standing,The last man/woman/person standing,"The final person who endures or emerges victorious from some situation, activity, or pursuit in which others are eliminated. ",Christina,2023-08-31 00:00:32
919,Put a cork in it,Put a cork in it,To stop talking and be quiet. Usually used as an imperative. ,Christina,2023-08-31 00:00:33
920,Bottled up,Bottle up,"Literally, to put and store inside a bottle. A noun or pronoun can be used between '"bottle'" and '"up.'" ",Christina,2023-08-31 00:00:34
921,Man of the hour,(the) man/woman of the hour,"A person currently being celebrated, honored, or admired by others, especially for a recent victory, accomplishment, or other cause for celebration. ",Christina,2023-08-31 00:00:35
922,Start off on the right foot,Start off on the right foot,To have a positive or favorable start. ,Christina,2023-08-31 00:00:36
923,End on a good note,,,Christina,2023-08-31 00:00:37
924,Scratching my head,,,Christina,2023-08-31 00:00:38
925,Mind’s eye,In (one's) mind's eye,"In one''s imagination or mind, especially referring to something that is being visualized. ",Christina,2023-09-01 00:00:01
926,Going to town,Go to town,To act with great energy and/or enthusiasm. ,Christina,2023-09-01 00:00:02
927,Blow your load,Blow (one's) load,To lose or spend all of one's money. ,Christina,2023-09-01 00:00:03
859,In hog heaven,In hog heaven,In a state of extreme happiness. ,Miles,2023-08-28 00:00:06
928,Give it a shot,Give it a shot,To try something (often for the first time as a means of forming an opinion about it). ,Christina,2023-09-01 00:00:04
929,Shake it off,Shake off,"To rid or free oneself from someone or something that one finds aggravating, upsetting, or annoying. A noun or pronoun can be used between '"shake'" and '"off.'" ",Christina,2023-09-01 00:00:05
932,Leave you hanging,Leave (one) hanging,To withhold information from one when it is expected to be delivered. ,Christina,2023-09-01 00:00:08
933,If wishes were horses then beggars would ride,"If wishes were horses, (then) beggars would ride","One must work for the things one wants, not merely wish for them to come true; wishing for something won''t make it happen. ",Eve,2023-09-01 00:00:09
934,Dead in the water,Dead in the water,Completely defunct. ,Miles,2023-09-01 00:00:10
935,Shake your tail feathers,Shake (one's) tail feather,"To dance, especially by moving one''s buttocks along to the beat. ",Christina,2023-09-02 00:00:01
936,Egg on your face,Egg on (one's) face,"The embarrassment that results from a failure or faux pas. Typically used in the phrase '"have egg on (one''s) face.'" ",Christina,2023-09-02 00:00:02
937,Get a bee in your bonnet,,,Christina,2023-09-02 00:00:03
938,Reaching the end of your rope,Reach the end of (one's) rope,"To be completely worn out, exasperated, or exhausted; to have no more patience, endurance, or energy left. ",Christina,2023-09-02 00:00:04
939,Bring something to the table,Bring (something) to the table,"To provide or offer a useful skill or attribute to a shared task, activity, or endeavor. ",Miles,2023-09-02 00:00:05
940,Give someone lip,,,Christina,2023-09-02 00:00:06
941,Out of the blue,Out of the blue,Completely unexpectedly. ,Miles,2023-09-02 00:00:07
942,Night and day,Night and day,All the time; continuously. ,Miles,2023-09-03 00:00:01
943,If you build it they will come,,,Christina,2023-09-03 00:00:02
944,Ride it out,Ride out,To travel to or from a place on a vehicle or animal. ,Christina,2023-09-03 00:00:03
945,Going to the end of the earth,,,Christina,2023-09-03 00:00:04
946,Blood on your hands,,,Miles,2023-09-03 00:00:05
947,Stick it to the man,Stick it to the man,"To show resistance to or fight back against the established doctrines of a person or body of authority, especially the government. ",Christina,2023-09-03 00:00:06
948,Pull the plug,Pull the plug (on someone or something),"Literally, to discontinue the power supply for a device by removing its power cable from the socket. ",Miles,2023-09-03 00:00:07
949,Pushing someone’s buttons,Push (one's) buttons,"To do things that create a very strong emotional reaction in one, especially anger, irritation, or exasperation. ",Miles,2023-09-03 00:00:08
950,Go wherever the wind takes you,,,,2023-09-03 00:00:09
951,Loose cannon,Loose cannon,Someone who has the propensity to act unpredictably or to lose their temper very quickly. ,Miles,2023-09-03 00:00:10
952,Being in someone’s corner,,,Christina,2023-09-03 00:00:11
953,Taking the piss,Take the piss (out of) (someone or something),"To tease, mock, or ridicule (someone or something); to joke or kid around (about someone or something). Primarily heard in UK, Ireland. ",Christina,2023-09-03 00:00:12
954,To be on fire,,,Christina,2023-09-03 00:00:13
955,Clap back,Clap back,,Miles,2023-09-03 00:00:14
956,Sound the alarm,Sound the alarm,"Literally, to activate an alarm. ",Miles,2023-09-03 00:00:15
957,Count your blessings,Count (one's) blessings,To reflect on the good things in one's life and be grateful for them. ,Miles,2023-09-03 00:00:16
958,Bag of tricks,Bag of tricks,The items that one has available for use. The phrase originally referred to the items a magician would use for magic tricks. ,,2023-09-04 00:00:01
960,Glass ceiling,Glass ceiling,"The systemic discrimination (likened to an invisible barrier) against certain groups in the workplace, especially women, that prevents them from advancing. ",,2023-09-04 00:00:03
961,The powder trail is lit,,,,2023-09-04 00:00:04
962,Under the hood,Under the hood,"[hot-rodder talk] 1. The underlying implementation of a product (hardware, software, or idea).  Implies that the implementation is not intuitively obvious from the appearance, but the speaker is about to enable the listener to ",,2023-09-04 00:00:05
963,Chip away at something,,,,2023-09-04 00:00:06
964,Take a stab at something,A try (at something),A chance or opportunity to do or attempt something. ,Miles,2023-09-06 00:00:01
965,Plant the seed,Plant the seeds (of something),"To do something that ensures a certain outcome in the future, especially an unfortunate or tragic one. ",Miles,2023-09-04 00:00:07
966,Hit the ground running,Hit the ground running,To begin something energetically and successfully. ,Christina,2023-09-06 00:00:02
967,Bite the dust,Bite the dust,,Christina,2023-09-07 00:00:01
968,Pull it off,Pull off,"To forcibly remove something (from or off something else). In this usage, a noun or pronoun can be used between '"pull'" and '"off.'" ",Christina,2023-09-07 00:00:02
969,Get under your skin,Get under (one's) skin,To become a source of irritation. ,Miles,2023-09-07 00:00:03
970,Across the board,Across the board,Applying to or impacting every part or individual in a group or spectrum of things. ,Miles,2023-09-07 00:00:04
971,Take something and run with it,,,Miles,2023-09-07 00:00:05
972,Come to terms,Come to terms,"To agree to or do something, especially a set of demands or conditions. ",Miles,2023-09-07 00:00:06
973,Setting the stage,Set the stage for (something),"Literally, to prepare and decorate a stage for something, such as a performance. ",Miles,2023-09-07 00:00:07
974,Put someone on blast,Put (one) on blast,"To publicly attack, scold, shame, or mock one, typically on social media. ",Miles,2023-09-07 00:00:08
975,In the ballpark,In the ballpark,"Close to something specific, often a cost or amount. ",Miles,2023-09-07 00:00:09
976,Lean into it,Lean into (someone or something),To push into or press against someone or something. ,Miles,2023-09-07 00:00:10
977,Change of heart,A change of heart,A change in one's opinion or feelings on a matter. ,Miles,2023-09-07 00:00:11
978,Weed out,Weed out,"To remove one or multiple undesirable people or things from a group. A noun or pronoun can be used between '"weed'" and '"out.'" ",Miles,2023-09-07 00:00:12
979,Thinning the herd,,,Miles,2023-09-07 00:00:13
980,Send someone for a loop,,,Miles,2023-09-07 00:00:14
981,Keep in touch,Keep in touch,"To maintain contact with another person, especially at intervals so as to remain up to date with each other''s lives. ",Miles,2023-09-07 00:00:15
982,On the same/different level,,,Miles,2023-09-07 00:00:16
983,Match made in heaven,A match made in heaven,An extremely well-suited pairing of people or things; a match that will result in a particularly positive or successful outcome. ,Miles,2023-09-07 00:00:17
984,Bottom line,The bottom line,"Literally, the final figure on a statement showing a person or company''s total profit or loss. ",Christina,2023-09-07 00:00:18
987,Ramping up,Ramp up,"To increase. A noun or pronoun can be used between '"ramp'" and '"up.'" ",Christina,2023-09-09 00:00:02
988,To piggyback off of something,Piggyback off (of) (something),To use something said or done by someone else as the foundation for one's own actions. ,Christina,2023-09-09 00:00:03
989,Thread the needle,Thread the needle,,Christina,2023-09-09 00:00:04
990,Chicken out,Chicken out,To refuse to do something due to fear (real or perceived). ,Christina,2023-09-09 00:00:05
991,Lose your head,Lose (one's) head,To lose one's composure and act emotionally or irrationally. ,Miles,2023-09-09 00:00:06
992,Run it up the flagpole,Run it up the flagpole (and see who salutes),To test out an idea in order to gauge interest or gain feedback. ,Christina,2023-09-09 00:00:07
993,Another nail in the coffin,Another nail in the coffin,Another negative event or action that contributes to one's downfall or to something's failure. ,Miles,2023-09-09 00:00:08
994,Hit rock bottom,Hit rock bottom,The reach the lowest or worst point of a decline. ,Miles,2023-09-09 00:00:09
995,Eagle eye,Eagle eye,"Eeyesight, especially for something in particular. ",Christina,2023-09-11 00:00:01
996,Out of left field,Out of left field,"Uncommon, unpopular, or otherwise strange. ",Christina,2023-09-11 00:00:02
997,Half cocked,Half-cocked,"Prematurely, impulsively, or rashly. ",Christina,2023-09-11 00:00:03
998,Heart to heart,Heart-to-heart,,Miles,2023-09-11 00:00:04
999,Sitting duck,Sitting duck,A person or thing that is vulnerable to or unprotected from attack; an easy target. ,Christina,2023-09-12 00:00:01
1000,Sticking your neck out for someone,,,Christina,2023-09-12 00:00:02
1001,Clear the air,Clear the air,To remove or improve stale air or an unpleasant odor. ,Christina,2023-09-12 00:00:03
1002,Put a sock in it,Put a sock in it,To stop talking. Often used as an imperative. ,Christina,2023-09-12 00:00:04
1003,To put your finger on something,,,Miles,2023-09-12 00:00:05
1004,Have your finger on the pulse,Have (one's) finger on the pulse,To be very aware of current trends and happenings in a particular place. ,Miles,2023-09-12 00:00:06
1005,Buckle down,Buckle down,"To anchor or fasten something or someone in place. In this usage, a noun or pronoun can be used between '"buckle'" and '"down.'" ",Miles,2023-09-12 00:00:07
1006,Blow over,Blow over,"Literally, of the wind, to topple something or blow it to the ground. In this usage, a noun or pronoun can be used between '"blow'" and '"over.'" ",Christina,2023-09-18 00:00:01
1007,Work yourself into a lather,Work (oneself) into a lather,"To become very nervous, distressed, or upset. ",Christina,2023-09-18 00:00:02
1008,Ham it up,Ham it up,"To act in an exaggerated way, typically in order to be funny. ",Christina,2023-09-18 00:00:03
1009,Be my guest,Be my guest,Used to express encouragement or allowance for someone else to take action. ,Christina,2023-09-18 00:00:04
1010,Blow it out of the water,Blow (someone or something) out of the water,To totally defeat or ruin someone or something. The image refers to the explosion of a ship that has been hit by enemy fire. ,Miles,2023-09-19 00:00:01
1011,To sink in,Sink in,"To penetrate, absorb, or soak in (to something). ",Miles,2023-09-20 00:00:01
1012,When something goes pear shaped,,,Miles,2023-09-20 00:00:02
1013,I’ll fall on that sword,,,Miles,2023-09-20 00:00:03
1014,Sleep with one eye open,Sleep with one eye open,"To stay awake or sleep very lightly so as to remain very wary, cautious, or alert. ",Miles,2023-09-20 00:00:04
1015,Get back in the saddle,,,Christina,2023-09-22 00:00:01
1016,Fired up,(all) fired up,Feeling very excited or passionate about something. ,,2023-09-22 00:00:02
1017,Bobs your uncle,,,Miles,2023-09-24 00:00:01
1018,Rub someone the wrong way,Rub (one) the wrong way,"To irritate one due to someone''s or something''s presence, nature, or habitual behavior (as opposed to directly and intentionally). Primarily heard in US. ",Miles,2023-09-24 00:00:02
1019,To yank someone’s chain,,,Christina,2023-09-24 00:00:03
1020,Something in the wind,Something in the wind,"Something rumored, anticipated, or intuited to happen or take place. ",Christina,2023-09-24 00:00:04
1021,Keep the train rolling,,,Christina,2023-09-24 00:00:05
1022,Get your head in the game,Get (one's) head in the game,To focus on and put one's best effort into the athletic match currently underway. ,Miles,2023-09-28 00:00:01
1024,Back against the wall,Back to the wall,In a bad or high-pressure situation in which one's choice or ability to act is limited. ,Miles,2023-09-28 00:00:03
1025,Backed into a corner,Be backed into a corner,To be forced into a difficult or unpleasant situation that one cannot easily resolve or escape. ,Miles,2023-09-28 00:00:04
1026,Smuggling plums,,,Ryan,2023-09-28 00:00:05
1027,Get to the bottom of some thing,,,Christina,2023-09-28 00:00:06
1028,Bottom of the totem pole,,,Christina,2023-09-28 00:00:07
1029,Buckle up,Buckle up,"To anchor or fasten something or someone in place. In this usage, a noun or pronoun can be used between '"buckle'" and '"up.'" ",Miles,2023-09-29 00:00:01
1030,Scratches that same itch,,,Miles,2023-09-29 00:00:02
1031,Flying off the shelf,,,Miles,2023-09-29 00:00:03
1032,Off to the races,Off to the races,Departing for something. ,Miles,2023-09-29 00:00:04
1033,Grind my gears,Grind (someone's) gears,To greatly or specifically irritate or annoy someone. ,Christina,2023-10-06 00:00:01
1034,Locked and loaded,Locked and loaded,Loaded with ammunition and prepared to be fired. ,Miles,2023-10-01 00:00:01
1035,Cut and dried,Cut and dried,"Prearranged, unchangeable, and dull. When it appears before a noun, the phrase is usually hyphenated. ",Miles,2023-10-01 00:00:02
1036,Slip through the cracks,Slip through the cracks,"To go unnoticed or undealt with; to be unintentionally neglected or ignored, especially in a corporate, political, or social system. ",Miles,2023-10-01 00:00:03
1037,Close a chapter,,,Christina,2023-10-10 00:00:01
1038,Knock out,Knock (oneself) out,Expend a lot of one's energy or try very hard (doing something). The image is of working so hard as to become unconscious. ,Christina,2023-10-10 00:00:02
1039,Take it on the chin,Take (something) on the chin,"Literally, to receive an impact, especially a punch, on one''s chin. ",Christina,2023-10-10 00:00:03
1040,Dig your own grave,Dig (one's) own grave,To do something that has or will have negative consequences that are easily able to be foreseen. ,Christina,2023-10-10 00:00:04
1048,Taking a nose dive,Take a nosedive,"Of an aircraft, to go into a sudden and rapid descent toward the ground leading with the nose of the plane. ",Miles,2023-10-27 00:00:02
1049,Rolls off the tongue,Roll off the tongue,To be very easy or enjoyable to say. Sometimes used sarcastically to imply the opposite. ,Miles,2023-10-27 00:00:03
1053,Kissing someone’s ass,,,Miles,2023-10-27 00:00:06
1054,On deck,On deck,"Literally, on the deck of a ship or boat. ",Miles,2023-10-27 00:00:07
1055,Out of hand,Out of hand,In an unruly or unmanageable state or manner; out of control. ,Miles,2023-10-27 00:00:08
1056,Roll up your sleeves,Roll up (one's) sleeves,"To do or get ready to do something difficult, intense, or demanding. Literally rolling up one''s sleeves is often done before performing some kind of work. ",Christina,2023-10-31 00:00:01
1057,Piss on a page,,,Christina,2023-10-31 00:00:02
1058,Licking your wounds,Lick (one's) wounds,To withdraw after a misstep or defeat in order to recover. ,Christina,2023-10-31 00:00:03
1059,In a pinch,In a pinch,When something ideal or preferred is not available; as a substitute. ,Miles,2023-10-31 00:00:04
1060,To put someone on the spot,,,Christina,2023-11-07 00:00:01
1061,As the twig is bent so grows the tree,,,Miles,2023-11-07 00:00:02
1062,Middle of the road,Middle-of-the-road,Describing an option that is neither the most nor the least expensive. ,Miles,2023-11-11 00:00:01
1063,Stick up your ass,Stick up (one's) ass,A rigid and uptight demeanor. ,Miles,2023-11-11 00:00:02
1064,Up in the air,Be up in the air,To be uncertain or subject to change. ,Christina,2023-11-16 00:00:01
1065,Spit on your grave,,,Christina,2023-11-16 00:00:02
1066,Dont piss into the wind,,,Miles,2023-11-16 00:00:03
1067,Go to bat,Go to bat for (one),To act in support of one. ,Christina,2023-11-17 00:00:01
1068,Cooking something up,Cook up,"A noun or pronoun can be used between '"cook'" and '"up.'"",Christina,2023-11-17 00:00:02
1069,Thumb up your ass,,,Christina,2023-11-17 00:00:03
1070,Shit dont stink,,,Christina,2023-11-17 00:00:04
1071,Cherry picking,Cherry-pick,"To choose something very carefully to ensure that the best option is chosen, perhaps through means that provide one an unfair advantage or from a selection that others do not have ready access to. ",Christina,2023-11-17 00:00:05
1072,Hot to trot,Hot to trot,Eager or impatient to do something. ,Christina,2023-11-17 00:00:06
1074,Cutting your teeth on something,Cut (one's) teeth on (something),"To gain experience with something, especially at a young age (when one''s teeth would be coming in). ",Matt,2023-12-10 00:00:01
1075,Dont go chasing waterfalls,,,Christina,2023-12-10 00:00:02
1076,Twisting in the wind,,,Miles,2024-01-08 00:00:01
1077,Put the pussy on the chain wax,,,Miles,2024-01-08 00:00:02
1078,If frogs had glass asses they would would only hop once,,,Miles,2024-01-08 00:00:03
